"id","code_en","code_ru","name_en","city_code_en","country_code_ru","country_code_en","timezone","latitude","longitude","city_id","del","osm_type","osm_id"
"10551","SPB",,"Charlotte Amalie Harbor Seaplane Base","STT",,"US","-04:00","18.33822","-64.9393638",NULL,"0","N","368381910"
"13873","XOC",,"Madrid Atocha railway station","MAD",,"ES","+02:00","40.4069749","-3.6886008","1005","0","N","5299314576"
"13870","ВГЖ",,"Vologda railway station","VGD","РФ","RU","+03:00","59.2069881","39.8831262","292","0","N","1878204936"
"13867","ЯРЖ",,"Yaroslavl Main railway station","IAR","РФ","RU","+03:00","57.6256015","39.8353002","29","0","N","4016637106"
"13866","MRA",,"Misrata International Airport","MRA","ЛЫ","LY","+02:00","32.326484300000004","15.060931648759212","9144","0","W","462399206"
"13863","DHC",,"Bremen Central railway station","BRE",,"DE","+02:00","53.08347","8.813745904798823","3337","0","W","353191509"
"13860","SWV","СВЕ","Severo-Evensk Airport","SWV","РФ","RU","+11:00","61.9225","159.2274","289257","0","W","75208120"
"13857","YJB",,"Barcelona Sants Railway Station","BCN",,"ES","+02:00","41.37915605","2.140151510062726","698","0","W","134565983"
"13854","HZA",,"Heze Peony Airport","HZA",,"CN","+08:00","35.2110652","115.73368115631939","124704","0","W","386595752"
"13853","UKG","УКУ","Ust-Kuyga","UKG","РФ","RU","+10:00","70.01245","135.6518","289250","0","N","4545284520"
"13850","XYD",,"Lyon Airport","LYS",,"FR","+02:00","45.725556","5.08166","2338","0","N","2026972606"
"13844","AGY",,"Argyle Downs Airport","WYN",,"AU","+08:00","-16.508604","128.922485","24951","0","W","140336970"
"13841","EAP",,"EuroAirport Basel Mulhouse Freiburg","MLH",,"FR","+02:00","47.603236949999996","7.52434812773247","2302","0","W","231093392"
"13838","WDS",,"Shiyan Wudangshan Airport","WDS","ЦН","CN","+08:00","32.59258265","110.90677361967343","3546","0","W","539199354"
"13836","DZH",,"Dazhou Jinya Airport","DZH",,"CN","+08:00","31.05057705","107.43698222297508","40828","0","W","795301574"
"13833","YYA",,"Yueyang Sanhe Airport","YUG",,"CN","+08:00","29.30803435","113.2818135808048","3674","0","W","482793879"
"13830","HCZ",,"Chenzhou Beihu Airport","LQP",,"CN","+08:00","25.75482855","112.84966005166282","3649","0","W","616265819"
"13827","ZVR",,"Airport Hanover Central Station","HAJ",,"DE","+02:00","52.3769504","9.7416533","1131","0","N","3059639307"
"13824","ZLP",,"Airport at Zurich Railway Station","ZRH","ЦХ","CH","+02:00","47.3781008","8.5393635","715","0","N","1236383343"
"13821","DTZ",,"Airport Dortmund Railway Station","DTM",,"DE","+02:00","51.5178935","7.4592831","3281","0","N","1458488633"
"13818","QXR",,"Radom-Piastuv Airport","RDO",,"PL","+02:00","51.47945165","21.109212803803967","5410","0","W","286252799"
"13815","RDO",,"Warsaw-Radom Airport","RDO",,"PL","+02:00","51.38902645","21.21461175587696","5410","0","W","616266929"
"13812","HSR",,"Rajkot International Airport","RAJ","ИН","IN","+5:30","22.388056","71.028333","7170","0",NULL,NULL
"13809","ZWE",,"Airport Antwerpen-Centraal Railway Station","ANR","БЕ","BE","+02:00","51.2159949","4.4211011","1052","0","N","348421822"
"13806","GOX",,"Manohar International Airport","GOX","ИН","IN","+05:30","15.736723999999999","73.86901115799385","103152","0","W","952223958"
"13803","ZLZ",,"Airport Bologna Centrale rail station","BLQ",,"IT","+08:00","44.50587435","11.343342245989097","895","0","W","149899620"
"13800","YTY",,"Yangzhou Taizhou Airport","YTY",,"CN","+08:00","32.5608476","119.71641345101672","3508","0","W","235940514"
"13797","XIX",,"Airport Verona Porta Nuova","VRN",,"IT","+02:00","45.429182","10.9823706","4848","0","N","3738591149"
"13794","XVY",,"Airport Venezia Mestre railway station","VCE",,"IT","+02:00","45.482462","12.2317016","1114","0","N","6063641892"
"13791","XVQ",,"Airport Venezia Santa Lucia Railway Station","VCE",,"IT","+02:00","45.4410753","12.3210322","1114","0","N","6063641885"
"13788","YJI",,"Airport Bilbao Abando Railway Station","BIO",,"ES","+02:00","43.25984355","-2.9286185927930504","6096","0","W","28776478"
"13785","YJV",,"Airport València North Station","VLC",,"ES","+02:00","39.46631575","-0.3773735384139105","5757","0","W","10153012"
"13782","SAI",,"Siem Reap Angkor International Airport","SAI",,"SM","+02:00","13.367825199999999","104.21548426958037","13529","0","W","752910758"
"13779","TPY",,"Airport Torino Porta Nuova Railway station","TRN","ИТ","IT","+02:00","45.060896","7.6775203","4863","0","N","3395226356"
"13776","FIR",,"Airport Firenze Campo di Marte","FLR","ИТ","IT","+02:00","43.7775989","11.2766652","1116","0","N","8033523329"
"13773","XED",,"Marne-la-Vallée - Chessy railway station airport","XED","ФР","FR","+02:00","48.87035695","2.7828184635140527","31611","0","W","1165411503"
"13770","NKT",,"Şırnak Airport","NKT","ТР","TR","+03:00","37.3645453","42.05571232392907","6521","0","W","231996136"
"13767","KOV",,"Airport Kokshetau","KOV",,"KZ","+05:00","53.29653915","69.41087047328548","552","0","W","42199811"
"13764","GEC",,"Geçitkale Air Base","GEC",,"CY","+02:00","35.23600295","33.72248004854772","289158","0","W","13868146"
"13761","QKL",,"Airport central railway station of Cologne","CGN","ДЕ","DE","+02:00","50.9427839","6.9590705","817","0","N","2399559029"
"13758","VUS",,"Velikiy Ustyug Airport","VUS","РФ","RU","+03:00","60.7934202","46.266067439927596","531","0","W","75208068"
"13755","XDS",,"Ottawa Railway Station","YOW",,"CA","-04:00","45.4604889","-75.644122761963","6996","0","W","136325762"
"13752","QRH",,"Airport Rotterdam, Central Railway Station","RTM",,"NL","+02:00","51.9239359","4.4696361","6165","0","N","5193927668"
"13749","НЛН","НЛН","Nelkan Airport","НЛН","РФ","RU","+10:00","57.6402916","136.15862576557663","289143","0","W","367904571"
"13746","XIU",,"Airport Erfurt main railway station","ERF","ДЕ","DE","+02:00","50.9728","11.0378","3248","0","N","1438349930"
"13743","LLV",,"Lüliang Dawu Airport","LLV",,"CN","+08:00","37.6844303","111.14084234317477","120111","0","W","646168239"
"13740","XRJ",,"Roma Termini Railway station airport","ROM",,"IT","+02:00","41.9005815","12.5025272","916","0","N","251904108"
"13737","ZAQ",,"Nuremberg Central Railway Station Airport","NUE","ДЕ","DE","+01:00","49.4477778","11.0683333","2901","0","W","136288748"
"13734","BKA","БКТ","Baykit Airfield","BKA","РФ","RU","+07:00","61.6786058","96.36067150656865","289128","0","W","75208042"
"13731","NGK","НГЛ","Nogliki","NGK","РФ","RU","+11:00","51.7953617","143.1365077","819","0","R","14414341"
"13728","DBR",,"Darbhanga Airport","DBR","ИН","IN","+05:30","26.1967856","85.9118892","107583","0","N","760197881"
"13725","QDU",,"Airport Dusseldorf Hauptbahnhof","DUS","ДЕ","DE","+02:00","51.219444","6.794167","900","0","N","10537619278"
"13722","UIK",,"Ust-Ilimsk","UIK","РФ","RU","+08:00","57.959473","102.734192","326","0","R","2380462"
"13719","ZXE",,"Sculthorpe Airport","ZXE","ГБ","GB","+01:00","52.84527777","0.76722222","76341","0","W","106308126"
"13718","ZWS",,"Airport Stuttgart Main Station","STR","ДЕ","DE","+02:00","48.7856099","9.1833959","1018","0","N","1635698272"
"13717","MGQ",,"Mogadishu Aden Adde International Airport","MGQ","СО","SO","+03:00","2.0140883","45.304041242825505","9697","0","W","673848799"
"13714","OGU",,"Ordu–Giresun Airport","OGU","ТР","TR","+03:00","40.9670354","38.08806847026864","289060","0","W","349521671"
"13711","RZV",,"Rize-Artvin Airport","RZV","ТР","TR","+04:00","41.1751271","40.8460083","6631","0","N","8528043825"
"13709","ТЬК","ТЬК","Tolka Airport","ТЬК","РФ","RU","+05:00","0","0","289037","0",NULL,NULL
"13707","BXY",,"Baikonur Krayniy Airport","BXY",,"KZ","+05:00","45.6212199","63.21455453410996","865","0","W","46410994"
"13704","ЗЛА",,"Gulf of Lawrence Airport","ЗЛА","РФ","RU","+12:00","65.58052805","-170.9985006290808","289032","0","W","520332207"
"13701","PVS",,"Provideniya Bay Airport","PVS","РФ","RU","+12:00","64.3800982","-173.2386276724423","289029","0","W","128380414"
"13698","ЭГТ",,"Bay of the Cross Airport","ЭГТ","РФ","RU","+12:00","66.3584321","-179.10892379046186","289026","0","W","75208241"
"13695","БНГ",,"Beringovsky Airport","БНГ","РФ","RU","+12:00","63.0255136","179.2936001","289023","0","N","1042090010"
"13692","EZV",,"Berezovo Airport","EZV","РФ","RU","+05:00","63.922656950000004","65.03761633944282","747","0","R","4550136"
"13689","УНР",,"Ust-Nera Airport","УНР","РФ","RU","+10:00","64.5499628","143.11385789052775","54933","0","W","75208201"
"13686","IKS","ТСИ","Tiksi Airport","IKS","РФ","RU","+09:00","71.69780095","128.89743950212954","56539","0","W","75208203"
"13683","DPT",,"Deputatskiy Airport","DPT","РФ","RU","+09:00","69.39220535000001","139.88914014647418","289020","0","W","183271442"
"13680","THX",,"Turukhansk Airport","THX","РФ","RU","+07:00","65.80012070000001","87.92869527915198","647","0","W","553623595"
"13677","IAA",,"Igarka Airport","IAA","РФ","RU","+07:00","67.43420384999999","86.63030252298526","328","0","R","2630106"
"13674","СКР","СКР","Severo-Kurilsk Airport","СКР","РФ","RU","+12:00","50.670527050000004","156.12183865341353","288776","0","W","207715922"
"13671","ТИЛ","ТИЛ","Tilichiki Airport","ТИЛ","РФ","RU","+12:00","60.3842975","166.0259975","289017","0","N","421295358"
"13668","ТИГ","ТИГ","Tigil Airport","ТИГ","РФ","RU","+12:00","57.776827","158.71397745000002","289014","0","W","389599603"
"13665","СБО","СБО","Sobolevo Airport","СБО","РФ","RU","+12:00","54.3055967","155.9653311","289011","0","N","956517318"
"13662","ПАН","ПАН","Palana Airport","ПАН","РФ","RU","+12:00","59.08234135","159.89040649666225","289008","0","W","75208213"
"13659","ОСО","ОСО","Ossor Airport","ОСО","РФ","RU","+12:00","59.226760999999996","163.06612670539886","289005","0","W","341343267"
"13656","КСЧ","КСЧ","Krasny Chikoy Airfield","КСЧ","РФ","RU","+09:00","50.3714984","108.7660711766708","550","0","W","664308450"
"13653","LDG","ЛЕШ","Leshukonskoye Airport","LDG","РФ","RU","+03:00","64.89718365","45.727138706151194","57045","0","W","75208231"
"13650","ZVJ",,"EK Bus Station Abu Dhabi Airport","AUH",,"AE","+04:00","24.46761","54.36451","1073","0",NULL,NULL
"13647","LWN",,"Shirak International Airport","LWN",,"AM","+04:00","40.74898255","43.8573469529573","4739","0","W","86340181"
"13644","DMS",,"Airport Dammam Saptco Bus Station","DMS",,"SA","+03:00","26.467396649999998","49.79887844079486","9578","0",NULL,NULL
"13641","ZSB",,"Airport Salzburg Central Station","SZG",,"AT","+02:00","47.812428600000004","13.045962022750345","4758","0","R","5311083"
"13638","QQU",,"Airport London Euston Railway Station","LON","ГБ","GB","+01:00","51.52917015","-0.13477759244490137","641","0","W","4960746"
"13635","XPG",,"Airport Paris Gare du Nord Rail Station","PAR","ФР","FR","+02:00","48.881399","2.357438","500","0","N","5230752679"
"13632","QQS",,"St. Pancras airport","LON","ГБ","GB","+01:00","51.53190705","-0.1266417426290004","641","0","W","4256246"
"13629","QPP",,"Airport Berlin Central Railway Station","BER","ДЕ","DE","+02:00","52.5249451","13.3696614","759","0","N","3856100103"
"13626","ZMU",,"Airport Munich Central Station","MUC","ДЕ","DE","+02:00","48.1408434","11.5552964","498","0","N","2470201868"
"13623","TFU",,"Chengdu Tianfu International Airport","CTU","ЦН","CN","+08:00","30.303551050000003","104.4457087996561","3650","0","W","529454532"
"13620","YJE",,"Airport Alicante Railway Station","ALC","ЕК","ES","+01:00","38.3446009","-0.49545473511360566","5929","0","W","20987191"
"13617","DMB",,"Taraz Airport","DMB","КЗ","KZ","+05:00","42.854462600000005","71.30450095555221","538","0","R","2561586"
"13614","ZMB",,"Airport Hamburg Central Railway Station","HAM","ДЕ","DE","+02:00","53.5531993","10.0064364","615","0","N","1680910488"
"13611","ZYR",,"Airport Brussels South Railway Station","BRU","БЕ","BE","+02:00","50.8356748","4.3362419","847","0","N","17401552"
"13608","XIK",,"Airport Milan Central Railway Station","MIL","ИТ","IT","+02:00","45.4858786","9.2042617","632","0","N","6067258870"
"13605","IBT",,"Airport Bologna Central Railway Station","BLQ","ИТ","IT","+02:00","44.50560025","11.341795833367254","895","0","W","447736873"
"13602","IMR",,"Airport Rogoredo Railway Station","MIL","ИТ","IT","+02:00","45.4336129","9.2386128","632","0","N","9635608905"
"13601","XWC",,"Suedbahnhof Rail","VIE","АТ","AT","+02:00","48.24980185","16.415725183541774","751","0","W","409055409"
"13598","XXQ",,"Keleti Railway Station","BUD","ХУ","HU","+02:00","47.5004554","19.083978562453183","7763","0","R","9906133"
"13595","ОЛН","ОЛН","Olenyok Airport","ОЛН",,,,"0","0","57180","0",NULL,NULL
"13589","TJU","TJU","Kulob Airport","TJU",,"TJ","+05:00","37.5918","69.4818","3756","0","W","993809533"
"13587","CNN","СНН","Kannur International Airport","CNN",,,,"0","0","36945","0","W","805245624"
"13584","ZMS",,"Santa Maria Novella Airport","FLR","ИТ","IT","+02:00","43.7761","11.2481","1116","0",NULL,NULL
"13583","XNB","XNB","Dubai Bus Station","DXB",,"AE","+04:00","0","0","763","0",NULL,NULL
"13581","FEG",,"Fergana","FEG",,"UZ",,"40.3583628","71.7510007489508","464","0","R","12686587"
"13580","PWE","ПЕВ","Pevek Airport","PWE","РФ","RU","+12:00","69.47","170.3548","288935","0","W","75208040"
"13579","VKV","ВСЬ","Vaskovo Airport","ARH","РФ","RU","+03:00","64.44200384999999","40.42722758410712","46","0","W","75208208"
"13576","АДЕ","АДЕ","Rogachyovo Air Base",,"РФ","RU",,"71.61793739999999","52.486033299672286",NULL,"0","W","135875732"
"13567","КОШ","КОШ","Kosh-Agach Airport",,"РФ","RU",,"49.94620795","88.63120967304232","21504","0","W","75208045"
"13566","LBD","LBD","Khujand Airport","LBD","ТД","TJ","+05:00","40.2184603","69.7000307877","3761","0","W","229290072"
"13563","BQG","БГР","Bogorodskoye Airport",,"РФ","RU","+11:00","52.3825564","140.45002737813","511","0","W","118443155"
"13560","RMZ","РМО","Tobolsk Remezov Airport","TOX","РФ","RU","+05:00","58.059383","68.345092386677","123","0","W","817435192"
"13558","UBN",,"Chinggis Khaan International Airport","ULN",,"MN","+08:00","47.64488545","106.8234152126","733","0","W","768383714"
"13555","МЗН","МЗН","Mezen Airport","МЗН","РФ","RU","Europe/Kirov","65.8784347","44.216791657494156","56973","0","W","75208173"
"13552","KPW","КПМ","Keperveyem Airport","KPW",,"RU","Asia/Anadyr","67.8471745","166.13714452956","288820","0","W","60757927"
"13549","TMJ",,"«Termez» International Airport","TMJ",,"UZ",,"37.2857661","67.311659274268","1090","0","R","7233105"
"13547","OVS","СОЙ","Sovetsky Airport","OVS","РФ","RU","+05:00","61.32451615","63.607531912506","21574","0","R","3744905"
"13546","МАМ","МАМ","Mama Airport","МАМ","РФ","RU","+08:00","58.313763","112.890862","55065","0","N","302371684"
"13543","TLK","TLK","Talakan Airport","TLK","РФ","RU","+09:00","59.88190795","111.04221900159","54659","0","R","7032061"
"13533","HSA","HSA","Hazrat Sultan International Airport","HSA","КЗ","KZ","+05:00","43.313356","68.549236190817","1912","0","W","880808359"
"13532","ЗЕЯ","ЗЕЯ","Zeya airport","ЗЕЯ","РФ","RU","+08:00","53.69017","127.0869","689","0","N","720070544"
"13530","НЫВ","НЫВ","Novy Vasyugan Aerodrome","НЫВ","РФ","RU","+07:00","58.585473","76.502719","54847","0","W","384583077"
"13527","CEE","CEE","Cherepovets International Airport","CEE","РФ","RU","+03:00","59.27783665","38.020653543264","137","0","W","46427467"
"13524","VKT","ВКТ","Vorkuta Airport","VKT","РФ","RU","+03:00","67.48830205","64.002876684667","277","0","W","75208150"
"13521","NYM","НДМ","Nadym Airport","NYM","РФ","RU","+05:00","65.4843896","72.694572273733","414","0","W","75208110"
"13518","DEE","ЮЖК","Airport Mendeleev","DEE","РФ","RU",,"43.96078735","145.68322518049","288732","0","W","75208014"
"13512","PYJ","ПЛЯ","Polyarny Airport","PYJ","РФ","RU",,"66.40058075","112.03287408277","21491","0","W","75208112"
"13506","VEO","СЕН","Severo-Eniseysk Airport","VEO","РФ","RU","+07:00","60.37327905","93.01349063142125","606","0","W","352814663"
"13503","OSS","ОШШ","Osh International Airport","OSS","КГ","KG","+06:00","40.60815205","72.79365034037","3769","0","R","13349038"
"13501","KSZ","КТС","Kotlas Airport","KSZ","РФ","RU","+03:00","61.23754025","46.702815997257","480","0","W","75208182"
"13498","ODO","БДБ","Bodaybo Airport","ODO","РФ","RU","+08:00","57.8655439","114.23981379627","499","0","W","75207986"
"13495","EYK","БЛР","Аэропорт Белоярский","EYK","РФ","RU","+05:00","63.68877075","66.697968935474","770","0","R","8906189"
"13492","IKU","IKU","«Tamchy Issyk-Kul»  International Airport","IKU","КГ","KG","+06:00","42.58600115","76.707320708465","288703","0","W","321280860"
"13486","ITU","ККУ","Yasny Airport","ITU","РФ","RU","+11:00","45.25471985","147.96086383248","54666","0","W","151578860"
"13476","NZG","НЖГ","Nizhneangarsk airport","НЖГ","РФ","RU","+08:00","55.801779","109.596921","288915","0",NULL,NULL
"13473","MJZ","МИР","Mirny Airport","MJZ","РФ","RU","+09:00","62.53395055","114.03472822081","477","0","W","75208109"
"13467","NNM","ННР","Naryan-Mar Airport","NNM","РФ","RU","+03:00","67.6366017","53.088479998004","503","0","W","75208066"
"13464","GVN","СОГ","Sovetskaya Gavan","GVN","РФ","RU","+10:00","48.9249059","140.0297395","524","0","N","1042089961"
"13461","KYZ","КЫЫ","Kyzyl Airport","KYZ","РФ","RU","+07:00","51.66921325","94.393440952146","264","0","R","10325651"
"13458","UKX","УСК","Ust-Kut Airport","UKX","РФ","RU","+08:00","56.85889475","105.72207485831","327","0","W","75208111"
"13455","TKM","ТИО","Airport Taksimo","ТИО","РФ","RU","+08:00","56.36180745","114.93194755184","54739","0","W","611807361"
"13452","ЧАР","ЧАР","Chara Airport","ЧАР","РФ","RU","+09:00","56.9146307","118.27231134","288747","0",NULL,NULL
"13449","NER","НРГ","Chulman Neryungri Airport","NER","РФ","RU","+09:00","56.91109995","124.89788237181","271","0","W","75208210"
"13446","КАС","КАС","Kargasok Airport","КАС","РФ","RU","+07:00","59.0604848","80.82089543366718","629","0","W","514654274"
"13443","OHO","ОХТ","Okhotsk Airport","OHO","РФ","RU","+10:00","59.41464295","143.06106257564","60458","0","W","75208047"
"13440","MCX","МХЛ","Makhachkala Uytash Airport","MCX","РФ","RU","+03:00","42.8166319","47.6556723646","437","0","W","75208165"
"13437","RGK","ГОР","Gorno Altaisk","RGK","РФ","RU","+07:00","51.96653575","85.835358611151","263","0","R","4680249"
"13434","GRV","ГРН","Grozny Severny Airport","GRV","РФ","RU","+03:00","43.3871739","45.696418179428","692","0","R","6012583"
"13420","BVJ","БОВ","Bovanenkovo airport","BVJ","РФ","RU","+05:00","70.3115293","68.348631573833","288741","0","W","159491050"
"13360","KVO","KVO","Morava Airport","KVO","РС","RS","+01:00","43.818194","20.587490718639","9606","0","W","512549825"
"13357","TWC","TWC","Tumxuk Tangwangcheng Airport",,,,,"39.88572145","79.231543747439",NULL,"0","W","851596366"
"13351","PKX","PKX","Beijing Daxing International Airport","BJS","ЦН","CN","+09:00","39.49734235","116.41231485295","950","0","R","9260711"
"13348","МГД","МГД","MAGADAN 13",,,,,"-13.2607484","-64.0607643",NULL,"0","N","1042076450"
"13236","БЛС","БЛС","BAJKALSK",,,,,"0","0",NULL,"0",NULL,NULL
"13163","NUM","NUM","NEOM BAY",,,,,"27.92758955","35.291433289722",NULL,"0","W","334181000"
"13160","GSV","ГСВ","Saratov, Gagarin Arpt","RTW","RU","RU","+04:00","51.7139603","46.167108564508","38","0","W","232772321"
"13159","ЧАУ","ЧАУ","CHAGDA UCHUR",,,,,"-8.28194365","-36.013216713315",NULL,"0","W","301653567"
"13156","TMF","TMF","THIMARAFUSHI",,,"MV",,"2.2124794","73.1524596",NULL,"0","N","4508136626"
"13153","KJT","KJT","Kertajati International Airport",,,"ID",,"-6.64858215","108.15537620434",NULL,"0","W","772977540"
"13150","YDD","YDD","YINGKOU",,,,,"0","0",NULL,"0",NULL,NULL
"13147","БВЗ","БВЗ","BEREZOVKA",,,"AU",,"-16.7278661","125.4389768",NULL,"0","N","1042093461"
"13144","МРЮ","МРЮ","MARKULESHTY INTERNATIONAL",,,"MU",,"-20.4325615","57.684949281776",NULL,"0","W","224372716"
"13141","DQM","DQM","INTERNATIONAL",,,"OM",,"19.50219325","57.64392817086",NULL,"0","W","958255374"
"13138","OLL","OLL","Ollombo Airport",,,"CG",,"-1.230283","15.90712633616",NULL,"0","W","998329722"
"13132","WMT","WMT","Zunyi Maotai Airport",,,"CN",,"27.95638265","106.43593156797",NULL,"0","W","484724981"
"13126","AIX","AIX","AIX LES BAINS BUS ST",,,,,"0","0",NULL,"0",NULL,NULL
"13123","CYY","CYY","SQ PAUL VIDAL BUS ST",,,,,"0","0",NULL,"0",NULL,NULL
"13120","RIV","RIV","March Air Reserve Base",,,"US",,"0","0",NULL,"0","W","126516433"
"13114","OLG","OLG","Solon Springs Municipal Airport",,,"US",,"46.31600955","-91.818925599103",NULL,"0","W","450138946"
"13111","HKR","HKR","MARA NORTH",,,,,"0","0",NULL,"0",NULL,NULL
"13108","OSJ","OSJ","OL SEKI",,,,,"0","0",NULL,"0",NULL,NULL
"13099","IZA","IZA","REG DA ZONA DA MATA",,,,,"0","0",NULL,"0",NULL,NULL
"13096","YIA","YIA","New Yogyakarta International Airport",,,"ID",,"-7.89983735","110.05119439548",NULL,"0","W","544170813"
"13090","SSX","SSX","SINGITA SAFARI LODGE",,,"ZA",,"-24.80130295","31.421828444834",NULL,"0","W","551971702"
"13084","DSS","DSS","Blaise Diagne International Airport","DSS",,"SN","+00:00","14.6655114","-17.073431165605","13447","0","W","321817547"
"13078","AAP","AAP","APT Pranoto International Airport",,,"ID",,"-0.37419035","117.25387923784",NULL,"0","W","674055639"
"13075","ETM","ETM","Ilan and Assaf Ramon Timna International Airport",,,"IL",,"29.72866805","35.010823781631",NULL,"0","W","664123394"
"13072","DIA","DIA","Doha International Airport","DOH",,"QA","+03:00","25.257550600000002","51.57199947270161","8966","0","W","1040912576"
"13069","ТРЛ","ТРЛ","TURA  MVL",,,"US",,"32.70921675","-96.268820032936",NULL,"0","W","386863375"
"13066","ПЛХ","ПЛХ","PLECHANOVO","TJM",,"RU","+05:00","57.1443752","65.4646072844323","16","0","R","13755386"
"13060","АНР","АНР","ANGARA",,,"BE",,"51.1881429","4.4634738611412",NULL,"0","W","9550802"
"13057","OSF","ОСФ","Ostafievo International Airport",,,"RU",,"55.51218435","37.506881819764","6","0","R","2740939"
"13054","GYG","МГН","Magan Airport",,,"RU",,"62.10831635","129.56226511821","39","0","W","973412619"
"12226","ERG","ЕГЧ","Erbogachen Airport","ERG","РФ","RU","+08:00","61.2758297","108.0280075979","56856","0","W","75208141"
"12193","МТГ","МТГ","Motygino airport","МТГ","РФ","RU","+07:00","58.182018","94.741177","553","0",NULL,NULL
"12157","TYD","ТЫД","Tynda Airport","TYD","РФ","RU","+09:00 ","55.2843738","124.77325658919","576","0","W","75207996"
"12155","ZIA","ЖУК","Zhukovsky International Airport","MOW","РФ","RU","+03:00","55.5527354","38.148660779904","6","0","R","9375998"
"12154","DHG","ДНГ","Dalnegorsk","DHG","RU","RU","+10:00","44.5581693","135.4908037","465","0","N","6887912249"
"12012","ТЕЙ","ТЕЙ","Terneyevsky Airport","ТЕЙ","РФ","RU","+10:00","45.082473","136.590576","57378","0",NULL,NULL
"11984","OLZ","ОЛК","Olyokminsk Airport","OLZ","РФ","RU","+09:00","60.4008072","120.47476771682","54799","0","W","153969705"
"11963","ZIX","ЖИГ","Zhigansk airport","ZIX","РФ","RU","+09:00","66.7960096","123.36246898653",NULL,"0","W","75208032"
"11962","SUK","СКЫ","Batagay Alyta","SUK","РФ","RU","+09:00","67.7925595","130.38941326304","289134","0","W","473097714"
"11957","VHV","ВХВ","Verkhnevilyuysk","VHV","РФ","RU","+09:00","63.4589807","120.2692577103","56452","0","R","6938048"
"11955","SYS","СЫХ","Saskylakh Airport","SYS","РФ","RU","+09:00","71.9267255","114.08037344921","10826","0","W","88627667"
"11954","ССМ","ССМ","Susuman Airport","ССМ","РФ","RU","+11:00","62.763254","148.143478","54635","0",NULL,NULL
"11949","NLI","НЛК","Nikolayevsk-na-Amure Airport","NLI","РФ","RU","+10:00","53.15283065","140.65882198728","708","0","R","5472733"
"11941","BQJ","БТГ","Batagay Airport","BQJ","РФ","RU","+10:00","67.6462041","134.70245676316",NULL,"0","W","75208060"
"11939","KVK","АПХ","Kirovsk–Apatity Airport","KVK","РФ","RU","+03:00","67.4634243","33.587646830705","992","0","W","860976837"
"11933","BGN","БЯГ","Belaya Gora","BGN","РФ","RU","+11:00","68.55622175","146.23026735353",NULL,"0","W","75208098"
"11929","ZKP","ЗНК","Zyryanka Airport","ZKP","РФ","RU","+11:00","65.7304038","150.6976842","54667","0","N","4326877639"
"11927","SUY","СУН","Suntar Airport","SUY","РФ","RU","+09:00","62.1854087","117.63580548479",NULL,"0","W","161963682"
"11926","NYR","НЮР","Nyurba Airport","NYR","РФ","RU","+09:00","63.2977167","118.35236286257","56215","0","W","183550829"
"11924","ZZZ",,"Aarhus Sea Airport","AAR",,"DK","+02:00","56.151811949999995","10.250511600000019","6805","0","W","487646319"
"11923","ZZV",,"Zanesville Municipal Airport","ZZV",,"US","+00:00","39.9436818","-81.892381301496",NULL,"0","W","465528798"
"11910","ZYL",,"MAG Osmani International Airport","ZYL",,"BD","+06:00","24.9638508","91.861223996055","19100","0","W","519013184"
"11909","ZYI",,"Zunyi Airport","ZYI",,"CN","+08:00","27.81302225","107.24644311556","3477","0","W","333982923"
"11903","ZXT",,"Baku, Zabrat Arpt","BAK",,"AZ","+04:00","40.4952264","49.974560679541","574","0","W","164470458"
"11887","ZVK",,"Savannakhet Airport","ZVK",,"LA","+07:00","16.556469","104.76031944401","7447","0","W","36328556"
"11883","ZUM",,"Churchhill Falls, Churchhill Falls Arpt","ZUM",,"CA","-04:00","53.56291555","-64.106182640109",NULL,"0","W","44744787"
"11878","ZTH",,"Zakinthos, Zakinthos Arpt","ZTH",,"GR","+03:00","37.7508466","20.885394109126","17814","0","W","299644678"
"11876","ZTB",,"Tête-à-la-Baleine Airport","ZTB",,"CA","-04:00","50.67394625","-59.383199954711",NULL,"0","W","668163850"
"11874","ZSW",,"Prince Rupert, Seal Cove Arpt","YPR",,"CA","-08:00","54.3312433","-130.2819534","7005","0","N","1042031794"
"11871","ZSJ",,"Sandy Lake, Sandy Lake Arpt","ZSJ",,"CA","-06:00","53.06402525","-93.344615167427",NULL,"0","W","374934867"
"11869","ZSF",,"Springfield, Pringfield Ma Rr","SFY",,"US",,"0","0",NULL,"0",NULL,NULL
"11868","ZSE",,"St Pierre De La Reunion, St Pierre Dela Reunion Arpt","ZSE",,"RE","+04:00","0","0",NULL,"0",NULL,NULL
"11866","ZSA",,"San Salvador Bahamas Airport","ZSA",,"BS","-05:00","24.06408745","-74.531066302619",NULL,"0","W","490593147"
"11853","ZQW",,"Zweibruecken Airport","ZQW",,"DE","+01:00","49.209211","7.3975614598694",NULL,"0","W","43858812"
"11852","ZQS",,"Queen Charlotte Island, Queen Charlotte Island Arpt","ZQS",,"CA",,"53.25","-132.0670013",NULL,"0","N","1042023657"
"11851","ZQN",,"Queenstown, Frankton Airport","ZQN",,"NZ","+12:00","-45.01929995","168.74343994415",NULL,"0","W","175977600"
"11850","ZQF",,"Trier, Trier Arpt","ZQF",,"DE","+02:00","0","0","2725","0",NULL,NULL
